"Id","VeryActiveMinutes","ModeratelyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","TotalActiveMinutes"
2026352035,0,0,327,623,950
2026352035,0,0,153,749,902
2026352035,0,0,162,712,874
2026352035,0,0,432,458,890
2026352035,0,0,164,704,868
2026352035,0,0,260,821,1081
2026352035,0,0,288,1018,1306
2026352035,0,0,286,586,872
2026352035,0,0,331,626,957
2026352035,0,0,352,492,844
2026352035,0,0,233,594,827
2026352035,0,0,191,716,907
2026352035,0,0,355,716,1071
2026352035,0,0,304,981,1285
2026352035,0,0,345,530,875
2026352035,0,0,475,479,954
2026352035,0,0,383,511,894
2026352035,0,0,229,665,894
2026352035,0,0,258,610,868
2026352035,0,0,401,543,944
2026352035,0,0,17,1002,1019
2026352035,0,0,330,569,899
2026352035,0,0,343,330,673
2320127002,13,9,306,1112,1440
2320127002,0,0,335,1105,1440
2320127002,0,0,191,1249,1440
2320127002,0,0,245,1195,1440
2320127002,0,0,195,1245,1440
2320127002,0,0,249,1191,1440
2320127002,0,7,260,1173,1440
2320127002,0,11,228,1201,1440
2320127002,0,11,283,1146,1440
2320127002,1,10,127,1302,1440
2320127002,0,0,266,1174,1440
2320127002,0,0,242,1129,1371
2320127002,0,0,204,1236,1440
2320127002,3,5,152,1280,1440
2320127002,0,0,147,1293,1440
2320127002,0,0,82,1358,1440
2320127002,0,0,76,1364,1440
2320127002,0,0,45,1395,1440
2320127002,0,0,234,1206,1440
2320127002,0,0,40,1400,1440
2320127002,5,6,123,1306,1440
2320127002,20,10,206,1204,1440
2320127002,0,0,52,1388,1440
2320127002,0,11,223,1206,1440
2320127002,0,0,204,1236,1440
2320127002,0,0,319,1121,1440
2320127002,0,0,247,1193,1440
2320127002,0,0,145,1295,1440
2320127002,0,0,290,1150,1440
2320127002,0,0,300,1140,1440
2320127002,0,0,128,830,958
2347167796,28,13,320,964,1325
2347167796,19,32,195,676,922
2347167796,1,48,206,705,960
2347167796,1,24,284,720,1029
2347167796,66,72,268,968,1374
2347167796,1,7,249,508,765
2347167796,11,16,206,678,911
2347167796,0,7,382,648,1037
2347167796,11,43,269,1011,1334
2347167796,23,26,208,761,1018
2347167796,9,27,206,781,1023
2347167796,32,35,360,591,1018
2347167796,0,0,360,584,944
2347167796,15,11,277,653,956
2347167796,0,0,227,732,959
2347167796,26,9,295,623,953
2347167796,0,0,229,764,993
2347167796,0,0,4,2,6
2873212765,2,21,356,1061,1440
2873212765,0,8,404,1028,1440
2873212765,0,0,331,1109,1440
2873212765,0,0,448,992,1440
2873212765,47,1,305,1087,1440
2873212765,0,8,160,1272,1440
2873212765,1,6,311,1122,1440
2873212765,0,0,389,1051,1440
2873212765,22,5,378,1035,1440
2873212765,2,10,371,1057,1440
2873212765,46,0,366,1028,1440
2873212765,28,5,330,1077,1440
2873212765,46,1,190,1203,1440
2873212765,0,0,359,1081,1440
2873212765,2,5,309,1124,1440
2873212765,46,0,197,1197,1440
2873212765,28,7,213,1192,1440
2873212765,20,23,206,1191,1440
2873212765,5,20,248,1167,1440
2873212765,7,18,196,1219,1440
2873212765,0,7,334,1099,1440
2873212765,1,6,363,1070,1440
2873212765,0,0,420,1020,1440
2873212765,13,23,311,1093,1440
2873212765,0,5,370,1065,1440
2873212765,75,11,52,1302,1440
2873212765,46,0,326,1068,1440
2873212765,0,0,345,1095,1440
2873212765,0,0,373,1067,1440
2873212765,0,0,319,1121,1440
2873212765,0,0,268,720,988
3372868164,0,0,280,1160,1440
3372868164,16,8,371,1045,1440
3372868164,6,25,370,1039,1440
3372868164,0,0,335,1105,1440
3372868164,0,0,356,1084,1440
3372868164,11,2,322,1105,1440
3372868164,20,7,343,1070,1440
3372868164,0,0,376,1064,1440
3372868164,15,3,274,1148,1440
3372868164,18,9,376,1037,1440
3372868164,0,0,206,1234,1440
3372868164,20,2,303,1115,1440
3372868164,14,7,292,1127,1440
3372868164,0,0,416,1024,1440
3372868164,22,2,333,1083,1440
3372868164,24,13,346,1057,1440
3372868164,0,0,385,1055,1440
3372868164,0,0,402,1038,1440
3372868164,17,4,300,1119,1440
3372868164,0,0,172,842,1014
3977333714,44,19,131,777,971
3977333714,31,46,153,754,984
3977333714,5,23,214,801,1043
3977333714,15,42,183,644,884
3977333714,31,83,153,663,930
3977333714,11,58,205,600,874
3977333714,4,95,214,605,918
3977333714,19,67,221,738,1045
3977333714,2,98,164,845,1109
3977333714,0,0,242,712,954
3977333714,33,12,188,731,964
3977333714,0,92,252,724,1068
3977333714,30,95,129,660,914
3977333714,50,9,133,781,973
3977333714,7,95,170,797,1069
3977333714,0,10,176,714,900
3977333714,15,8,190,804,1017
3977333714,36,32,150,744,962
3977333714,43,52,194,687,976
3977333714,41,40,124,691,896
3977333714,24,143,176,713,1056
3977333714,47,41,258,594,940
3977333714,14,96,142,852,1104
3977333714,14,88,178,680,960
3977333714,29,55,168,676,928
3977333714,0,86,208,703,997
3977333714,9,116,171,688,984
3977333714,8,122,151,1159,1440
3977333714,1,115,196,676,988
3977333714,4,0,9,13,26
4020332650,4,15,331,712,1062
4020332650,0,0,0,1440,1440
4020332650,0,0,3,1437,1440
4020332650,36,18,87,1299,1440
4020332650,65,21,55,1222,1363
4020332650,0,0,2,1438,1440
4020332650,0,0,2,1438,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,0,0,1440,1440
4020332650,0,11,31,1350,1392
4020332650,0,0,174,950,1124
4020332650,13,46,346,531,936
4020332650,38,42,196,916,1192
4020332650,0,0,177,855,1032
4020332650,0,0,184,1256,1440
4020332650,0,0,263,775,1038
4020332650,3,5,173,1225,1406
4020332650,0,0,206,774,980
4020332650,2,8,134,1296,1440
4020332650,0,0,21,721,742
4057192912,0,0,164,1276,1440
4057192912,0,0,160,1280,1440
4057192912,0,0,0,1440,1440
4057192912,3,6,88,873,970
4319703577,0,0,0,1440,1440
4319703577,8,15,96,1234,1353
4319703577,1,9,339,589,938
4319703577,0,0,228,752,980
4319703577,0,0,194,724,918
4319703577,0,0,3,1363,1366
4319703577,1,9,58,824,892
4319703577,0,0,311,604,915
4319703577,0,18,306,671,995
4319703577,0,0,34,1265,1299
4319703577,1,19,176,709,905
4319703577,0,0,233,546,779
4319703577,1,5,191,692,889
4319703577,0,8,390,544,942
4319703577,8,21,288,649,966
4319703577,6,47,300,680,1033
4319703577,13,8,359,552,932
4319703577,6,18,289,624,937
4319703577,6,38,196,695,935
4319703577,0,0,67,836,903
4319703577,0,11,344,585,940
4319703577,8,26,287,669,990
4319703577,8,13,313,1106,1440
4319703577,27,34,328,957,1346
4319703577,6,11,314,692,1023
4319703577,3,28,279,586,896
4319703577,0,0,153,603,756
4319703577,2,14,374,490,880
4319703577,3,12,329,555,899
4319703577,3,18,311,574,906
4319703577,0,0,2,0,2
4388161847,0,0,0,1440,1440
4388161847,1,14,150,1275,1440
4388161847,10,35,219,945,1209
4388161847,0,0,299,837,1136
4388161847,6,9,253,609,877
4388161847,0,0,201,721,922
4388161847,27,8,239,1017,1291
4388161847,20,16,249,704,989
4388161847,19,42,228,696,985
4388161847,7,12,272,853,1144
4388161847,77,25,220,945,1267
4388161847,58,5,215,749,1027
4388161847,14,8,239,584,845
4388161847,11,31,301,1054,1397
4388161847,14,23,224,673,934
4388161847,11,48,241,684,984
4388161847,19,9,234,878,1140
4388161847,13,16,236,1175,1440
4388161847,14,43,300,537,894
4388161847,12,15,241,579,847
4388161847,33,4,204,935,1176
4388161847,18,18,306,984,1326
4388161847,35,21,251,632,939
4388161847,12,39,199,896,1146
4388161847,33,45,262,1100,1440
4388161847,120,56,260,508,944
4388161847,107,38,178,576,899
4388161847,6,19,258,1020,1303
4388161847,13,14,267,648,942
4388161847,8,18,256,858,1140
4388161847,0,0,108,825,933
4445114986,0,0,196,787,983
4445114986,0,0,194,840,1034
4445114986,0,0,231,717,948
4445114986,0,0,350,711,1061
4445114986,0,0,225,716,941
4445114986,0,0,114,1219,1333
4445114986,25,6,162,1247,1440
4445114986,0,0,121,895,1016
4445114986,0,0,137,841,978
4445114986,0,0,215,756,971
4445114986,0,0,317,706,1023
4445114986,0,0,201,1239,1440
4445114986,0,0,244,1196,1440
4445114986,0,0,179,916,1095
4445114986,29,1,180,839,1049
4445114986,32,1,194,839,1066
4445114986,0,0,236,762,998
4445114986,0,0,226,1106,1332
4445114986,0,0,290,797,1087
4445114986,0,0,240,741,981
4445114986,27,4,200,667,898
4445114986,30,2,233,725,990
4445114986,0,0,180,897,1077
4445114986,2,6,185,734,927
4445114986,0,0,229,809,1038
4445114986,26,4,108,866,1004
4445114986,0,8,308,733,1049
4445114986,0,0,266,641,907
4445114986,0,0,231,783,1014
4445114986,34,22,232,622,910
4445114986,0,0,58,380,438
4558609924,0,0,318,1122,1440
4558609924,19,7,127,1287,1440
4558609924,0,0,279,1161,1440
4558609924,17,30,262,1131,1440
4558609924,8,12,308,1112,1440
4558609924,7,19,304,1110,1440
4558609924,14,15,331,1080,1440
4558609924,1,9,248,1182,1440
4558609924,0,0,222,1218,1440
4558609924,6,21,432,844,1303
4558609924,20,25,273,1122,1440
4558609924,5,5,308,1122,1440
4558609924,0,0,395,1045,1440
4558609924,18,10,340,993,1361
4558609924,12,41,283,1062,1398
4558609924,27,14,312,1087,1440
4558609924,1,11,367,985,1364
4558609924,15,29,197,1096,1337
4558609924,7,29,293,1111,1440
4558609924,0,0,190,1121,1311
4558609924,0,0,383,1057,1440
4558609924,21,10,237,1172,1440
4558609924,0,0,252,1188,1440
4558609924,14,8,370,1048,1440
4558609924,0,0,202,1238,1440
4558609924,23,16,233,1116,1388
4558609924,66,35,238,1019,1358
4558609924,6,30,339,1065,1440
4558609924,11,18,220,1191,1440
4558609924,4,31,324,1081,1440
4558609924,0,0,247,736,983
4702921684,0,0,263,718,981
4702921684,0,0,258,777,1035
4702921684,0,0,271,772,1043
4702921684,1,8,256,944,1209
4702921684,3,24,335,556,918
4702921684,12,66,302,437,817
4702921684,22,30,191,890,1133
4702921684,10,8,179,757,954
4702921684,2,29,260,717,1008
4702921684,4,41,144,901,1090
4702921684,0,0,72,1341,1413
4702921684,9,66,408,469,952
4702921684,15,95,281,542,933
4702921684,6,15,270,730,1021
4702921684,1,8,216,765,990
4702921684,1,16,238,733,988
4702921684,14,9,232,738,993
4702921684,12,19,267,692,990
4702921684,4,36,263,728,1031
4702921684,0,0,0,1440,1440
4702921684,5,40,195,1131,1371
4702921684,0,0,313,729,1042
4702921684,4,15,251,757,1027
4702921684,8,5,241,745,999
4702921684,1,16,207,682,906
4702921684,5,46,439,577,1067
4702921684,9,125,192,1019,1345
4702921684,0,12,253,746,1011
4702921684,1,37,262,701,1001
4702921684,10,41,235,784,1070
4702921684,0,0,68,241,309
5553957443,19,13,277,767,1076
5553957443,0,0,226,647,873
5553957443,61,41,256,693,1051
5553957443,58,38,239,689,1024
5553957443,0,0,288,521,809
5553957443,0,0,46,943,989
5553957443,0,0,206,622,828
5553957443,69,28,249,756,1102
5553957443,0,0,148,598,746
5553957443,47,42,177,801,1067
5553957443,25,16,270,781,1092
5553957443,0,0,272,443,715
5553957443,0,0,104,582,686
5553957443,51,11,201,732,995
5553957443,40,18,238,750,1046
5553957443,16,16,206,745,983
5553957443,49,13,165,727,954
5553957443,46,15,270,709,1040
5553957443,0,0,84,506,590
5553957443,0,0,237,436,673
5553957443,23,9,227,724,983
5553957443,26,29,247,812,1114
5553957443,0,0,224,651,875
5553957443,44,29,241,692,1006
5553957443,21,9,229,761,1020
5553957443,0,0,96,902,998
5553957443,3,8,210,505,726
5553957443,59,22,251,667,999
5553957443,61,40,265,707,1073
5553957443,0,0,195,628,823
5553957443,8,6,48,222,284
5577150313,86,16,140,728,970
5577150313,15,11,144,776,946
5577150313,118,30,176,662,986
5577150313,115,54,199,695,1063
5577150313,184,56,158,472,870
5577150313,200,37,159,525,921
5577150313,114,32,130,623,899
5577150313,108,23,111,733,975
5577150313,87,16,113,773,989
5577150313,110,74,175,670,1029
5577150313,62,30,200,823,1115
5577150313,24,24,223,627,898
5577150313,210,65,141,425,841
5577150313,61,38,214,743,1056
5577150313,38,32,181,759,1010
5577150313,63,16,190,773,1042
5577150313,99,51,141,692,983
5577150313,97,36,165,739,1037
5577150313,207,45,163,621,1036
5577150313,194,72,178,499,943
5577150313,37,20,235,732,1024
5577150313,97,8,212,580,897
5577150313,25,9,141,631,806
5577150313,45,21,143,1153,1362
5577150313,41,16,79,1304,1440
5577150313,0,0,0,1440,1440
5577150313,0,0,0,1440,1440
5577150313,34,11,70,1099,1214
5577150313,104,37,194,639,974
5577150313,45,15,63,257,380
6117666160,0,0,0,1440,1440
6117666160,0,0,0,1440,1440
6117666160,0,0,0,1440,1440
6117666160,0,6,513,921,1440
6117666160,7,15,518,502,1042
6117666160,0,0,312,702,1014
6117666160,0,0,241,759,1000
6117666160,0,0,480,425,905
6117666160,26,10,349,587,972
6117666160,11,19,294,579,903
6117666160,0,0,402,413,815
6117666160,0,0,512,468,980
6117666160,0,0,362,711,1073
6117666160,0,0,0,1440,1440
6117666160,0,7,352,1077,1436
6117666160,0,0,458,417,875
6117666160,0,0,141,758,899
6117666160,0,0,461,479,940
6117666160,0,0,343,1040,1383
6117666160,0,0,397,525,922
6117666160,0,0,236,1204,1440
6117666160,0,0,0,1440,1440
6117666160,0,0,156,1279,1435
6117666160,0,0,487,479,966
6117666160,0,0,133,673,806
6117666160,0,0,412,456,868
6117666160,0,0,318,517,835
6117666160,0,0,197,125,322
6290855005,0,0,199,1241,1440
6290855005,0,0,350,1090,1440
6290855005,0,0,363,1077,1440
6290855005,0,0,328,1112,1440
6290855005,0,0,258,1182,1440
6290855005,31,12,225,1172,1440
6290855005,0,0,271,1169,1440
6290855005,0,0,321,1119,1440
6290855005,0,0,258,1182,1440
6290855005,0,0,0,1440,1440
6290855005,0,0,302,1138,1440
6290855005,33,0,0,1407,1440
6290855005,0,0,258,1182,1440
6290855005,8,3,249,1180,1440
6290855005,0,0,0,1440,1440
6290855005,0,0,287,1153,1440
6290855005,0,0,255,1185,1440
6290855005,0,0,0,1440,1440
6290855005,0,0,324,1116,1440
6290855005,8,95,282,1055,1440
6290855005,0,0,268,1172,1440
6290855005,0,0,240,1200,1440
6290855005,0,0,272,1168,1440
6290855005,0,0,239,1201,1440
6290855005,0,0,305,1135,1440
6290855005,0,0,227,1213,1440
6290855005,0,0,251,1189,1440
6290855005,0,0,264,800,1064
6290855005,0,0,0,1440,1440
6775888955,0,0,0,1440,1440
6775888955,17,18,85,1053,1173
6775888955,14,24,105,863,1006
6775888955,0,0,58,976,1034
6775888955,36,18,9,1377,1440
6775888955,5,24,19,1392,1440
6775888955,30,31,146,1233,1440
6775888955,0,0,0,1440,1440
6775888955,70,113,178,1079,1440
6775888955,0,0,0,1440,1440
6775888955,0,0,20,1420,1440
6775888955,0,0,0,1440,1440
6775888955,11,18,11,1400,1440
6775888955,33,13,92,1302,1440
6775888955,42,30,47,1321,1440
6775888955,0,0,0,1440,1440
6775888955,2,13,15,1410,1440
6775888955,0,0,0,1440,1440
6775888955,3,9,84,1344,1440
6775888955,9,34,50,1347,1440
6775888955,0,0,0,1440,1440
6775888955,0,0,1,1439,1440
6775888955,0,0,0,1440,1440
6775888955,0,0,0,1440,1440
6775888955,12,35,75,1318,1440
6775888955,2,5,49,551,607
6962181067,50,14,189,796,1049
6962181067,8,24,142,548,722
6962181067,0,0,86,862,948
6962181067,0,0,217,837,1054
6962181067,50,3,280,741,1074
6962181067,5,13,295,634,947
6962181067,13,42,238,689,982
6962181067,35,41,195,659,930
6962181067,48,4,297,639,988
6962181067,53,27,214,708,1002
6962181067,30,33,240,659,962
6962181067,58,41,347,484,930
6962181067,0,0,199,720,919
6962181067,35,31,282,637,985
6962181067,36,7,254,680,977
6962181067,7,38,279,697,1021
6962181067,38,8,288,621,955
6962181067,12,15,369,645,1041
6962181067,32,16,237,731,1016
6962181067,0,0,215,722,937
6962181067,18,39,313,655,1025
6962181067,21,36,267,654,978
6962181067,15,36,284,683,1018
6962181067,14,22,305,591,932
6962181067,0,0,299,717,1016
6962181067,0,0,328,745,1073
6962181067,0,14,151,709,874
6962181067,43,21,231,607,902
6962181067,62,34,275,626,997
6962181067,24,7,199,709,939
6962181067,0,8,105,127,240
7007744171,53,8,355,1024,1440
7007744171,56,22,261,1101,1440
7007744171,34,6,304,1096,1440
7007744171,0,0,202,1238,1440
7007744171,0,0,203,1155,1358
7007744171,0,0,305,1135,1440
7007744171,48,31,284,1077,1440
7007744171,53,17,304,1066,1440
7007744171,60,33,347,1000,1440
7007744171,30,34,327,1049,1440
7007744171,64,50,261,1065,1440
7007744171,2,25,223,1190,1440
7007744171,0,0,419,1021,1440
7007744171,51,24,379,986,1440
7007744171,16,22,424,978,1440
7007744171,50,12,337,1041,1440
7007744171,16,16,401,1007,1440
7007744171,55,42,382,961,1440
7007744171,0,0,200,1240,1440
7007744171,0,0,237,1142,1379
7007744171,64,14,250,1112,1440
7007744171,58,31,330,1021,1440
7007744171,0,0,0,1440,1440
7007744171,53,23,317,1047,1440
7007744171,44,13,247,1136,1440
7007744171,0,0,0,111,111
7086361926,59,6,153,745,963
7086361926,31,26,155,744,956
7086361926,35,32,189,787,1043
7086361926,30,21,139,864,1054
7086361926,0,0,3,1437,1440
7086361926,0,0,0,1440,1440
7086361926,61,51,114,1136,1362
7086361926,67,69,124,671,931
7086361926,87,13,145,797,1042
7086361926,19,6,206,758,989
7086361926,58,59,153,762,1032
7086361926,0,0,90,1350,1440
7086361926,0,0,125,566,691
7086361926,69,39,129,706,943
7086361926,70,33,132,726,961
7086361926,55,6,145,829,1035
7086361926,54,48,161,810,1073
7086361926,24,36,182,1198,1440
7086361926,42,17,308,584,951
7086361926,30,15,258,685,988
7086361926,66,26,139,737,968
7086361926,57,36,152,761,1006
7086361926,45,12,135,843,1035
7086361926,24,14,149,1253,1440
7086361926,84,35,154,834,1107
7086361926,20,42,209,621,892
7086361926,32,27,147,695,901
7086361926,67,50,171,743,1031
7086361926,72,23,106,1182,1383
7086361926,57,40,128,757,982
7086361926,5,4,58,343,410
8053475328,116,8,123,1193,1440
8053475328,95,12,156,1177,1440
8053475328,119,5,193,1123,1440
8053475328,132,8,158,1142,1440
8053475328,96,6,83,1255,1440
8053475328,111,21,195,1113,1440
8053475328,102,6,195,1137,1440
8053475328,90,7,191,1152,1440
8053475328,89,5,158,695,947
8053475328,100,6,170,1164,1440
8053475328,60,3,117,1260,1440
8053475328,125,14,223,741,1103
8053475328,129,33,182,1096,1440
8053475328,118,9,209,1104,1440
8053475328,68,5,185,1182,1440
8053475328,60,10,183,1187,1440
8053475328,90,9,153,1188,1440
8053475328,58,8,159,1215,1440
8053475328,27,1,131,1281,1440
8053475328,0,0,51,1389,1440
8053475328,0,0,95,1345,1440
8053475328,87,22,165,1166,1440
8053475328,89,8,123,1220,1440
8053475328,93,9,130,1208,1440
8053475328,90,15,90,1245,1440
8053475328,121,20,148,1076,1365
8053475328,125,14,228,1073,1440
8053475328,66,12,148,1214,1440
8053475328,96,10,115,1219,1440
8053475328,60,7,184,1189,1440
8053475328,28,4,39,839,910
8253242879,40,2,154,1244,1440
8253242879,35,11,96,1298,1440
8253242879,29,16,33,1362,1440
8253242879,0,0,105,1335,1440
8253242879,6,51,115,1268,1440
8253242879,41,5,157,1237,1440
8253242879,16,16,130,1278,1440
8253242879,0,0,164,1276,1440
8253242879,5,18,216,1201,1440
8253242879,49,20,172,1199,1440
8253242879,0,0,120,1320,1440
8253242879,30,26,191,1193,1440
8253242879,41,4,82,1313,1440
8253242879,7,54,118,1261,1440
8253242879,19,14,108,1299,1440
8253242879,45,5,104,1286,1440
8253242879,11,16,20,1393,1440
8253242879,16,14,136,1257,1423
8253242879,0,0,0,1440,1440
8378563200,65,15,156,723,959
8378563200,116,14,169,680,979
8378563200,123,21,174,699,1017
8378563200,60,23,190,729,1002
8378563200,64,21,142,563,790
8378563200,0,0,93,599,692
8378563200,117,10,174,720,1021
8378563200,120,19,154,737,1030
8378563200,82,8,169,763,1022
8378563200,137,16,145,677,975
8378563200,113,12,159,769,1053
8378563200,19,10,136,740,905
8378563200,0,0,135,734,869
8378563200,117,16,141,692,966
8378563200,90,18,161,593,862
8378563200,4,4,192,676,876
8378563200,11,10,139,711,871
8378563200,3,7,172,767,949
8378563200,0,0,121,780,901
8378563200,71,10,127,669,877
8378563200,63,4,142,802,1011
8378563200,71,20,195,822,1108
8378563200,19,10,167,680,876
8378563200,66,3,214,764,1047
8378563200,74,5,166,831,1076
8378563200,0,0,158,851,1009
8378563200,0,0,139,621,760
8378563200,71,13,171,772,1027
8378563200,63,13,152,840,1068
8378563200,72,10,184,763,1029
8378563200,8,6,102,433,549
8583815059,0,7,196,1237,1440
8583815059,2,23,163,1252,1440
8583815059,0,0,134,1306,1440
8583815059,0,0,65,1375,1440
8583815059,0,0,0,1440,1440
