"Id","date","TotalMinutesAsleep","TotalTimeInBed","TotalSteps","TotalDistance","VeryActiveMinutes","ModeratelyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","TotalActiviteMinutes","TotalActiveMinutes"
2026352035,2016-05-10,357,380,254,0.159999996423721,0,0,17,1002,1019,1019
2026352035,2016-05-11,523,553,8580,5.32000017166138,0,0,330,569,899,899
2026352035,2016-05-12,456,485,8891,5.51000022888184,0,0,343,330,673,673
2320127002,2016-04-23,61,69,5079,3.42000007629395,0,0,242,1129,1371,1371
2347167796,2016-04-13,467,531,10352,7.01000022888184,19,32,195,676,922,922
2347167796,2016-04-14,445,489,10129,6.69999980926514,1,48,206,705,960,960
2347167796,2016-04-15,452,504,10465,6.92000007629395,1,24,284,720,1029,1029
2347167796,2016-04-17,556,602,5472,3.61999988555908,1,7,249,508,765,765
2347167796,2016-04-18,500,557,8247,5.44999980926514,11,16,206,678,911,911
2347167796,2016-04-19,465,514,6711,4.44000005722046,0,7,382,648,1037,1037
2347167796,2016-04-21,460,484,10080,6.75,23,26,208,761,1018,1018
2347167796,2016-04-22,405,461,7804,5.15999984741211,9,27,206,781,1023,1023
2347167796,2016-04-23,374,386,16901,11.3699998855591,32,35,360,591,1018,1018
2347167796,2016-04-24,442,459,9471,6.26000022888184,0,0,360,584,944,944
2347167796,2016-04-25,433,471,9482,6.38000011444092,15,11,277,653,956,956
2347167796,2016-04-26,436,490,5980,3.95000004768372,0,0,227,732,959,959
2347167796,2016-04-27,448,499,11423,7.57999992370605,26,9,295,623,953,953
2347167796,2016-04-28,408,450,5439,3.59999990463257,0,0,229,764,993,993
2347167796,2016-04-29,411,473,42,0.0299999993294477,0,0,4,2,6,6
3977333714,2016-04-12,274,469,8856,5.98000001907349,44,19,131,777,971,971
3977333714,2016-04-13,295,456,10035,6.71000003814697,31,46,153,754,984,984
3977333714,2016-04-14,291,397,7641,5.1100001335144,5,23,214,801,1043,1043
3977333714,2016-04-15,424,556,9010,6.05999994277954,15,42,183,644,884,884
3977333714,2016-04-16,283,510,13459,9,31,83,153,663,930,930
3977333714,2016-04-17,381,566,10415,6.96999979019165,11,58,205,600,874,874
3977333714,2016-04-18,412,522,11663,7.80000019073486,4,95,214,605,918,918
3977333714,2016-04-19,219,395,12414,8.77999973297119,19,67,221,738,1045,1045
3977333714,2016-04-20,152,305,11658,7.82999992370605,2,98,164,845,1109,1109
3977333714,2016-04-21,332,512,6093,4.07999992370605,0,0,242,712,954,954
3977333714,2016-04-22,355,476,8911,5.96000003814697,33,12,188,731,964,964
3977333714,2016-04-23,235,372,12058,8.06999969482422,0,92,252,724,1068,1068
3977333714,2016-04-24,310,526,14112,10,30,95,129,660,914,914
3977333714,2016-04-25,262,467,11177,8.47999954223633,50,9,133,781,973,973
3977333714,2016-04-26,250,371,11388,7.61999988555908,7,95,170,797,1069,1069
3977333714,2016-04-27,349,540,7193,5.03999996185303,0,10,176,714,900,900
3977333714,2016-04-28,261,423,7114,4.88000011444092,15,8,190,804,1017,1017
3977333714,2016-04-29,333,478,10645,7.75,36,32,150,744,962,962
3977333714,2016-04-30,237,382,13238,9.19999980926514,43,52,194,687,976,976
3977333714,2016-05-01,383,626,10414,7.07000017166138,41,40,124,691,896,896
3977333714,2016-05-02,230,384,16520,11.0500001907349,24,143,176,713,1056,1056
3977333714,2016-05-03,292,500,14335,9.59000015258789,47,41,258,594,940,940
3977333714,2016-05-04,213,336,13559,9.4399995803833,14,96,142,852,1104,1104
3977333714,2016-05-05,318,480,12312,8.57999992370605,14,88,178,680,960,960
3977333714,2016-05-06,323,512,11677,8.27999973297119,29,55,168,676,928,928
3977333714,2016-05-07,237,443,11550,7.73000001907349,0,86,208,703,997,997
3977333714,2016-05-08,259,456,13585,9.09000015258789,9,116,171,688,984,984
3977333714,2016-05-10,312,452,13072,8.77999973297119,1,115,196,676,988,988
4020332650,2016-04-12,501,541,8539,6.11999988555908,4,15,331,712,1062,1062
4020332650,2016-04-16,77,77,1982,1.41999995708466,65,21,55,1222,1363,1363
4020332650,2016-05-03,322,332,4496,3.22000002861023,0,0,174,950,1124,1124
4020332650,2016-05-04,478,536,10252,7.34999990463257,13,46,346,531,936,936
4020332650,2016-05-05,226,248,11728,8.43000030517578,38,42,196,916,1192,1192
4020332650,2016-05-06,385,408,4369,3.13000011444092,0,0,177,855,1032,1032
4020332650,2016-05-08,364,402,5862,4.19999980926514,0,0,263,775,1038,1038
4020332650,2016-05-10,442,494,5546,3.98000001907349,0,0,206,774,980,980
4319703577,2016-04-14,535,557,10210,6.88000011444092,1,9,339,589,938,938
4319703577,2016-04-15,465,491,5664,3.79999995231628,0,0,228,752,980,980
4319703577,2016-04-16,506,522,4744,3.1800000667572,0,0,194,724,918,918
4319703577,2016-04-18,515,551,2276,1.54999995231628,1,9,58,824,892,892
4319703577,2016-04-19,461,498,8925,5.98999977111816,0,0,311,604,915,915
4319703577,2016-04-20,523,543,8954,6.01000022888184,0,18,306,671,995,995
4319703577,2016-04-21,59,65,3702,2.48000001907349,0,0,34,1265,1299,1299
4319703577,2016-04-22,533,550,4500,3.01999998092651,1,19,176,709,905,905
4319703577,2016-04-23,692,722,4935,3.30999994277954,0,0,233,546,779,779
4319703577,2016-04-24,467,501,4081,2.74000000953674,1,5,191,692,889,889
4319703577,2016-04-25,488,506,9259,6.21000003814697,0,8,390,544,942,942
4319703577,2016-04-26,505,516,9899,6.6399998664856,8,21,288,649,966,966
4319703577,2016-04-27,286,307,10780,7.23000001907349,6,47,300,680,1033,1033
4319703577,2016-04-28,497,522,10817,7.28000020980835,13,8,359,552,932,932
4319703577,2016-04-29,523,546,7990,5.3600001335144,6,18,289,624,937,937
4319703577,2016-04-30,490,516,8221,5.51999998092651,6,38,196,695,935,935
4319703577,2016-05-01,484,500,1251,0.839999973773956,0,0,67,836,903,903
4319703577,2016-05-02,478,506,9261,6.23999977111816,0,11,344,585,940,940
4319703577,2016-05-03,474,512,9648,6.46999979019165,8,26,287,669,990,990
4319703577,2016-05-06,450,491,9524,6.42000007629395,6,11,314,692,1023,1023
4319703577,2016-05-07,507,530,7937,5.32999992370605,3,28,279,586,896,896
4319703577,2016-05-08,602,638,3672,2.46000003814697,0,0,153,603,756,756
4319703577,2016-05-09,535,565,10378,6.96000003814697,2,14,374,490,880,880
4319703577,2016-05-10,487,517,9487,6.36999988555908,3,12,329,555,899,899
4319703577,2016-05-11,529,558,9129,6.13000011444092,3,18,311,574,906,906
4319703577,2016-05-12,302,321,17,0.00999999977648258,0,0,2,0,2,2
4388161847,2016-04-15,499,526,8758,6.73000001907349,0,0,299,837,1136,1136
4388161847,2016-04-16,426,448,6580,5.05999994277954,6,9,253,609,877,877
4388161847,2016-04-17,619,641,4660,3.57999992370605,0,0,201,721,922,922
4388161847,2016-04-18,99,104,11009,9.10000038146973,27,8,239,1017,1291,1291
4388161847,2016-04-19,329,338,10181,7.82999992370605,20,16,249,704,989,989
4388161847,2016-04-20,421,451,10553,8.11999988555908,19,42,228,696,985,985
4388161847,2016-04-21,442,458,10055,7.73000001907349,7,12,272,853,1144,1144
4388161847,2016-04-22,82,85,12139,9.34000015258789,77,25,220,945,1267,1267
4388161847,2016-04-23,478,501,13236,10.1800003051758,58,5,215,749,1027,1027
4388161847,2016-04-24,552,595,10243,7.88000011444092,14,8,239,584,845,845
4388161847,2016-04-26,319,346,9461,7.28000020980835,14,23,224,673,934,934
4388161847,2016-04-27,439,500,11193,8.60999965667725,11,48,241,684,984,984
4388161847,2016-04-28,428,458,10074,7.75,19,9,234,878,1140,1140
4388161847,2016-04-30,409,430,12533,9.64000034332275,14,43,300,537,894,894
4388161847,2016-05-01,547,597,10255,7.8899998664856,12,15,241,579,847,847
4388161847,2016-05-02,368,376,10096,8.39999961853027,33,4,204,935,1176,1176
4388161847,2016-05-04,390,414,12375,9.52000045776367,35,21,251,632,939,939
4388161847,2016-05-05,471,495,9603,7.38000011444092,12,39,199,896,1146,1146
4388161847,2016-05-05,471,495,9603,7.38000011444092,12,39,199,896,1146,1146
4388161847,2016-05-07,472,496,22770,17.5400009155273,120,56,260,508,944,944
4388161847,2016-05-08,529,541,17298,14.3800001144409,107,38,178,576,899,899
4388161847,2016-05-09,62,65,10218,7.8600001335144,6,19,258,1020,1303,1303
4388161847,2016-05-10,354,375,10299,7.92000007629395,13,14,267,648,942,942
4388161847,2016-05-11,469,494,10201,7.84000015258789,8,18,256,858,1140,1140
4445114986,2016-04-12,429,457,3276,2.20000004768372,0,0,196,787,983,983
4445114986,2016-04-13,370,406,2961,1.99000000953674,0,0,194,840,1034,1034
4445114986,2016-04-14,441,492,3974,2.67000007629395,0,0,231,717,948,948
4445114986,2016-04-15,337,379,7198,4.82999992370605,0,0,350,711,1061,1061
4445114986,2016-04-16,462,499,3945,2.65000009536743,0,0,225,716,941,941
4445114986,2016-04-17,98,107,2268,1.51999998092651,0,0,114,1219,1333,1333
4445114986,2016-04-19,388,424,2064,1.38999998569489,0,0,121,895,1016,1016
4445114986,2016-04-20,439,462,2072,1.38999998569489,0,0,137,841,978,978
4445114986,2016-04-21,436,469,3809,2.55999994277954,0,0,215,756,971,971
4445114986,2016-04-22,388,417,6831,4.57999992370605,0,0,317,706,1023,1023
4445114986,2016-04-25,328,345,3385,2.26999998092651,0,0,179,916,1095,1095
4445114986,2016-04-26,353,391,6326,4.40999984741211,29,1,180,839,1049,1049
4445114986,2016-04-27,332,374,7243,5.03000020980835,32,1,194,839,1066,1066
4445114986,2016-04-28,419,442,4493,3.00999999046326,0,0,236,762,998,998
4445114986,2016-04-29,106,108,4676,3.14000010490417,0,0,226,1106,1332,1332
4445114986,2016-04-30,322,353,6222,4.17999982833862,0,0,290,797,1087,1087
4445114986,2016-05-01,439,459,5232,3.50999999046326,0,0,240,741,981,981
4445114986,2016-05-02,502,542,6910,4.75,27,4,200,667,898,898
4445114986,2016-05-03,417,450,7502,5.17999982833862,30,2,233,725,990,990
4445114986,2016-05-04,337,363,2923,1.96000003814697,0,0,180,897,1077,1077
4445114986,2016-05-05,462,513,3800,2.54999995231628,2,6,185,734,927,927
4445114986,2016-05-06,374,402,4514,3.02999997138977,0,0,229,809,1038,1038
4445114986,2016-05-07,401,436,5183,3.58999991416931,26,4,108,866,1004,1004
4445114986,2016-05-08,361,391,7303,4.90000009536743,0,8,308,733,1049,1049
4445114986,2016-05-09,457,533,5275,3.53999996185303,0,0,266,641,907,907
4445114986,2016-05-10,405,426,3915,2.63000011444092,0,0,231,783,1014,1014
4445114986,2016-05-11,499,530,9105,6.1100001335144,34,22,232,622,910,910
4445114986,2016-05-12,483,501,768,0.519999980926514,0,0,58,380,438,438
4558609924,2016-04-21,126,137,13743,9.07999992370605,6,21,432,844,1303,1303
4558609924,2016-04-26,103,121,9148,6.05000019073486,12,41,283,1062,1398,1398
4558609924,2016-04-29,171,179,7833,5.17999982833862,15,29,197,1096,1337,1337
4558609924,2016-05-01,115,129,3428,2.26999998092651,0,0,190,1121,1311,1311
4558609924,2016-05-08,123,134,6543,4.32999992370605,66,35,238,1019,1358,1358
4702921684,2016-04-12,425,439,7213,5.88000011444092,0,0,263,718,981,981
4702921684,2016-04-13,400,430,6877,5.57999992370605,0,0,258,777,1035,1035
4702921684,2016-04-14,384,415,7860,6.36999988555908,0,0,271,772,1043,1043
4702921684,2016-04-15,253,257,6506,5.28000020980835,1,8,256,944,1209,1209
4702921684,2016-04-16,382,406,11140,9.02999973297119,3,24,335,556,918,918
4702921684,2016-04-17,591,612,12692,10.289999961853,12,66,302,437,817,817
4702921684,2016-04-18,293,312,9105,7.38000011444092,22,30,191,890,1133,1133
4702921684,2016-04-19,457,487,6708,5.44000005722046,10,8,179,757,954,954
4702921684,2016-04-20,454,468,8793,7.13000011444092,2,29,260,717,1008,1008
4702921684,2016-04-21,425,434,6530,5.30000019073486,4,41,144,901,1090,1090
4702921684,2016-04-23,465,475,15126,12.2700004577637,9,66,408,469,952,952
4702921684,2016-04-24,480,506,15050,12.2200002670288,15,95,281,542,933,933
4702921684,2016-04-25,370,380,9167,7.42999982833862,6,15,270,730,1021,1021
4702921684,2016-04-26,421,429,6108,4.94999980926514,1,8,216,765,990,990
4702921684,2016-04-27,432,449,7047,5.71999979019165,1,16,238,733,988,988
4702921684,2016-04-28,442,461,9023,7.32000017166138,14,9,232,738,993,993
4702921684,2016-04-29,433,447,9930,8.05000019073486,12,19,267,692,990,990
4702921684,2016-04-30,479,501,10144,8.22999954223633,4,36,263,728,1031,1031
4702921684,2016-05-03,327,373,9454,7.67000007629395,0,0,313,729,1042,1042
4702921684,2016-05-04,412,434,8161,6.61999988555908,4,15,251,757,1027,1027
4702921684,2016-05-05,414,428,8614,6.98999977111816,8,5,241,745,999,999
4702921684,2016-05-06,404,449,6943,5.63000011444092,1,16,207,682,906,906
4702921684,2016-05-07,520,543,14370,11.6499996185303,5,46,439,577,1067,1067
4702921684,2016-05-07,520,543,14370,11.6499996185303,5,46,439,577,1067,1067
4702921684,2016-05-09,435,458,8232,6.67999982833862,0,12,253,746,1011,1011
4702921684,2016-05-10,416,431,10613,8.60999965667725,1,37,262,701,1001,1001
4702921684,2016-05-11,354,366,9810,7.96000003814697,10,41,235,784,1070,1070
4702921684,2016-05-12,404,442,2752,2.23000001907349,0,0,68,241,309,309
5553957443,2016-04-12,441,464,11596,7.57000017166138,19,13,277,767,1076,1076
5553957443,2016-04-13,455,488,4832,3.16000008583069,0,0,226,647,873,873
5553957443,2016-04-14,357,418,17022,11.1199998855591,61,41,256,693,1051,1051
5553957443,2016-04-15,377,409,16556,10.8599996566772,58,38,239,689,1024,1024
5553957443,2016-04-16,651,686,5771,3.76999998092651,0,0,288,521,809,809
5553957443,2016-04-17,350,402,655,0.430000007152557,0,0,46,943,989,989
5553957443,2016-04-18,520,541,3727,2.4300000667572,0,0,206,622,828,828
5553957443,2016-04-19,357,410,15482,10.1099996566772,69,28,249,756,1102,1102
5553957443,2016-04-20,658,678,2713,1.76999998092651,0,0,148,598,746,746
5553957443,2016-04-21,399,431,12346,8.0600004196167,47,42,177,801,1067,1067
5553957443,2016-04-22,322,353,11682,7.63000011444092,25,16,270,781,1092,1092
5553957443,2016-04-23,631,725,4112,2.69000005722046,0,0,272,443,715,715
5553957443,2016-04-24,553,640,1807,1.17999994754791,0,0,104,582,686,686
5553957443,2016-04-25,433,468,10946,7.19000005722046,51,11,201,732,995,995
5553957443,2016-04-26,412,453,11886,7.76000022888184,40,18,238,750,1046,1046
5553957443,2016-04-27,347,391,10538,6.88000011444092,16,16,206,745,983,983
5553957443,2016-04-28,421,457,11393,7.63000011444092,49,13,165,727,954,954
5553957443,2016-04-29,450,495,12764,8.32999992370605,46,15,270,709,1040,1040
5553957443,2016-04-30,775,843,1202,0.779999971389771,0,0,84,506,590,590
5553957443,2016-05-01,622,686,5164,3.36999988555908,0,0,237,436,673,673
5553957443,2016-05-02,409,471,9769,6.38000011444092,23,9,227,724,983,983
5553957443,2016-05-03,380,429,12848,8.39000034332275,26,29,247,812,1114,1114
5553957443,2016-05-04,447,470,4249,2.76999998092651,0,0,224,651,875,875
5553957443,2016-05-05,419,464,14331,9.51000022888184,44,29,241,692,1006,1006
5553957443,2016-05-06,400,434,9632,6.28999996185303,21,9,229,761,1020,1020
5553957443,2016-05-07,442,470,1868,1.22000002861023,0,0,96,902,998,998
5553957443,2016-05-08,568,608,6083,4,3,8,210,505,726,726
5553957443,2016-05-09,453,494,11611,7.57999992370605,59,22,251,667,999,999
5553957443,2016-05-10,418,443,16358,10.710000038147,61,40,265,707,1073,1073
5553957443,2016-05-11,463,486,4926,3.22000002861023,0,0,195,628,823,823
5553957443,2016-05-12,438,475,3121,2.03999996185303,8,6,48,222,284,284
5577150313,2016-04-12,419,438,8135,6.07999992370605,86,16,140,728,970,970
5577150313,2016-04-13,432,458,5077,3.78999996185303,15,11,144,776,946,946
5577150313,2016-04-14,477,497,8596,6.42000007629395,118,30,176,662,986,986
5577150313,2016-04-15,392,413,12087,9.07999992370605,115,54,199,695,1063,1063
5577150313,2016-04-16,406,445,14269,10.6599998474121,184,56,158,472,870,870
5577150313,2016-04-17,549,583,12231,9.14000034332275,200,37,159,525,921,921
5577150313,2016-04-18,527,553,9893,7.3899998664856,114,32,130,623,899,899
5577150313,2016-04-19,449,465,12574,9.42000007629395,108,23,111,733,975,975
5577150313,2016-04-20,447,480,8330,6.21999979019165,87,16,113,773,989,989
5577150313,2016-04-21,414,437,10830,8.09000015258789,110,74,175,670,1029,1029
5577150313,2016-04-22,338,366,9172,6.84999990463257,62,30,200,823,1115,1115
5577150313,2016-04-23,384,402,7638,5.71000003814697,24,24,223,627,898,898
5577150313,2016-04-24,543,615,15764,11.7799997329712,210,65,141,425,841,841
5577150313,2016-04-25,421,461,6393,4.78000020980835,61,38,214,743,1056,1056
5577150313,2016-04-26,354,377,5325,3.98000001907349,38,32,181,759,1010,1010
5577150313,2016-04-27,424,452,6805,5.1399998664856,63,16,190,773,1042,1042
5577150313,2016-04-28,361,372,9841,7.42999982833862,99,51,141,692,983,983
5577150313,2016-04-29,459,485,7924,5.92000007629395,97,36,165,739,1037,1037
5577150313,2016-04-30,412,433,12363,9.23999977111816,207,45,163,621,1036,1036
5577150313,2016-05-01,379,398,13368,9.98999977111816,194,72,178,499,943,943
5577150313,2016-05-02,525,553,7439,5.55999994277954,37,20,235,732,1024,1024
5577150313,2016-05-03,508,543,11045,8.25,97,8,212,580,897,897
5577150313,2016-05-04,603,634,5206,3.89000010490417,25,9,141,631,806,806
5577150313,2016-05-05,74,78,7550,5.6399998664856,45,21,143,1153,1362,1362
5577150313,2016-05-10,504,562,8869,6.65000009536743,104,37,194,639,974,974
5577150313,2016-05-11,431,476,4038,3.03999996185303,45,15,63,257,380,380
6117666160,2016-04-16,380,398,14450,10.9099998474121,7,15,518,502,1042,1042
6117666160,2016-04-17,336,350,7150,5.40000009536743,0,0,312,702,1014,1014
6117666160,2016-04-18,493,510,5153,3.91000008583069,0,0,241,759,1000,1000
6117666160,2016-04-19,465,492,11135,8.40999984741211,0,0,480,425,905,905
6117666160,2016-04-20,474,502,10449,8.02000045776367,26,10,349,587,972,972
6117666160,2016-04-21,508,550,19542,15.0100002288818,11,19,294,579,903,903
6117666160,2016-04-22,480,546,8206,6.19999980926514,0,0,402,413,815,815
6117666160,2016-04-23,492,539,11495,8.68000030517578,0,0,512,468,980,980
6117666160,2016-04-24,353,367,7623,5.76000022888184,0,0,362,711,1073,1073
6117666160,2016-04-27,542,557,9411,7.1100001335144,0,0,458,417,875,875
6117666160,2016-04-28,393,416,3403,2.59999990463257,0,0,141,758,899,899
6117666160,2016-04-29,600,636,9592,7.23999977111816,0,0,461,479,940,940
6117666160,2016-05-01,507,575,8915,6.73000001907349,0,0,397,525,922,922
6117666160,2016-05-05,392,415,9799,7.40000009536743,0,0,487,479,966,966
6117666160,2016-05-06,658,698,3365,2.6800000667572,0,0,133,673,806,806
6117666160,2016-05-07,498,507,7336,5.53999996185303,0,0,412,456,868,868
6117666160,2016-05-08,555,603,7328,5.53000020980835,0,0,318,517,835,835
6117666160,2016-05-09,492,522,4477,3.38000011444092,0,0,197,125,322,322
6775888955,2016-04-13,235,260,4053,2.91000008583069,17,18,85,1053,1173,1173
6775888955,2016-04-14,423,441,5162,3.70000004768372,14,24,105,863,1006,1006
6775888955,2016-04-15,391,406,1282,0.920000016689301,0,0,58,976,1034,1034
6962181067,2016-04-12,366,387,10199,6.73999977111816,50,14,189,796,1049,1049
6962181067,2016-04-13,630,679,5652,3.74000000953674,8,24,142,548,722,722
6962181067,2016-04-14,508,535,1551,1.02999997138977,0,0,86,862,948,948
6962181067,2016-04-15,370,386,5563,3.6800000667572,0,0,217,837,1054,1054
6962181067,2016-04-16,357,366,13217,8.73999977111816,50,3,280,741,1074,1074
6962181067,2016-04-17,427,446,10145,6.71000003814697,5,13,295,634,947,947
6962181067,2016-04-18,442,458,11404,7.53999996185303,13,42,238,689,982,982
6962181067,2016-04-19,476,535,10742,7.09999990463257,35,41,195,659,930,930
6962181067,2016-04-20,418,424,13928,9.55000019073486,48,4,297,639,988,988
6962181067,2016-04-21,451,457,11835,9.71000003814697,53,27,214,708,1002,1002
6962181067,2016-04-22,425,435,10725,7.09000015258789,30,33,240,659,962,962
6962181067,2016-04-23,528,546,20031,13.2399997711182,58,41,347,484,930,930
6962181067,2016-04-24,511,514,5029,3.3199999332428,0,0,199,720,919,919
6962181067,2016-04-25,400,415,13239,9.27000045776367,35,31,282,637,985,985
6962181067,2016-04-26,441,446,10433,6.90000009536743,36,7,254,680,977,977
6962181067,2016-04-27,455,467,10320,6.82000017166138,7,38,279,697,1021,1021
6962181067,2016-04-28,440,453,12627,8.35000038146973,38,8,288,621,955,955
6962181067,2016-04-29,433,447,10762,7.1100001335144,12,15,369,645,1041,1041
6962181067,2016-04-30,422,424,10081,6.65999984741211,32,16,237,731,1016,1016
6962181067,2016-05-01,411,426,5454,3.60999989509583,0,0,215,722,937,937
6962181067,2016-05-02,466,482,12912,8.53999996185303,18,39,313,655,1025,1025
6962181067,2016-05-03,394,418,12109,8.11999988555908,21,36,267,654,978,978
6962181067,2016-05-04,442,455,10147,6.71000003814697,15,36,284,683,1018,1018
6962181067,2016-05-05,467,491,10524,6.96000003814697,14,22,305,591,932,932
6962181067,2016-05-06,443,462,5908,3.91000008583069,0,0,299,717,1016,1016
6962181067,2016-05-07,298,334,6815,4.5,0,0,328,745,1073,1073
6962181067,2016-05-08,541,569,4188,2.76999998092651,0,14,151,709,874,874
6962181067,2016-05-09,489,497,12342,8.72000026702881,43,21,231,607,902,902
6962181067,2016-05-10,469,481,15448,10.210000038147,62,34,275,626,997,997
6962181067,2016-05-11,452,480,6722,4.44000005722046,24,7,199,709,939,939
6962181067,2016-05-12,516,535,3587,2.36999988555908,0,8,105,127,240,240
7007744171,2016-04-16,79,82,4631,3.09999990463257,0,0,203,1155,1358,1358
7007744171,2016-05-01,58,61,5600,3.75,0,0,237,1142,1379,1379
7086361926,2016-04-12,514,525,11317,8.40999984741211,59,6,153,745,963,963
7086361926,2016-04-13,451,465,5813,3.61999988555908,31,26,155,744,956,956
7086361926,2016-04-14,472,476,9123,6.11999988555908,35,32,189,787,1043,1043
7086361926,2016-04-15,377,386,8585,5.67000007629395,30,21,139,864,1054,1054
7086361926,2016-04-19,472,483,10688,7.28999996185303,67,69,124,671,931,931
7086361926,2016-04-20,492,502,14365,10.6400003433228,87,13,145,797,1042,1042
7086361926,2016-04-21,390,411,9469,6.17999982833862,19,6,206,758,989,989
7086361926,2016-04-22,428,448,9753,6.53000020980835,58,59,153,762,1032,1032
